"";"V1";"V2";"V3";"V4";"V5";"V6";"V7";"V8";"V9";"V10";"V11";"V12";"V13";"V14"
"2889";34;5;255098;13;2;6;6;1;0;0;0;40;1;1
"2890";36;1;248010;9;1;9;3;1;1;0;0;45;1;1
"2891";40;1;174515;9;6;3;2;1;0;0;0;40;1;1
"2892";90;1;171956;10;4;9;2;1;0;0;0;40;4;1
"2893";56;1;193130;15;1;5;3;1;1;0;0;16;1;1
"2894";21;1;108670;9;3;6;4;1;0;0;0;40;1;1
"2895";48;1;186172;13;1;5;3;1;1;0;0;45;1;2
"2896";45;1;348854;10;4;9;6;1;0;0;0;27;1;1
"2897";46;1;271828;9;1;8;3;1;1;0;0;40;1;2
"2898";64;1;148606;6;4;3;4;1;0;0;0;35;1;1
"2899";29;5;123983;14;3;6;2;2;1;0;0;40;28;1
"2900";22;1;24896;9;2;1;6;1;0;0;0;30;6;1
"2901";47;1;573583;9;1;11;3;1;1;0;0;48;17;2
"2902";67;3;106175;13;1;5;3;1;1;0;2392;75;1;2
"2903";43;1;307767;9;1;7;3;1;1;0;0;40;1;1
"2904";42;1;200574;10;1;4;3;1;1;0;0;40;1;1
"2905";31;1;59083;10;1;3;3;1;1;0;1672;50;1;1
"2906";53;1;358056;7;2;3;6;1;0;0;0;40;1;1
"2907";81;1;114670;5;5;12;4;5;0;2062;0;5;1;1
"2908";33;5;262042;9;2;9;2;1;0;0;1138;40;1;1
"2909";17;1;206010;8;3;3;2;1;0;0;0;8;1;1
"2910";55;3;183869;15;1;5;3;1;1;0;0;50;NA;2
"2911";28;1;159001;9;3;7;2;1;1;0;0;30;1;1
"2912";24;1;155818;10;3;4;2;1;0;0;0;40;1;1
"2913";40;1;96055;9;4;9;6;1;0;0;0;45;1;1
"2914";30;5;131776;14;3;9;4;1;0;0;0;40;1;1
"2915";24;1;228613;7;3;8;6;1;0;0;0;40;1;1
"2916";26;1;198163;14;1;4;1;1;0;0;0;40;1;1
"2917";38;1;37028;10;2;4;6;1;0;0;0;38;1;1
"2918";30;1;177304;9;1;1;3;1;1;0;0;40;1;2
"2919";33;1;144064;13;1;5;3;1;1;0;0;50;1;1
"2920";40;1;146659;9;1;4;3;1;1;0;0;60;1;2
"2921";63;2;26904;9;1;10;3;1;1;0;0;98;1;1
"2922";23;1;238917;4;3;2;5;1;1;0;0;36;1;1
"2923";56;1;170148;9;2;2;6;5;1;0;0;40;1;1
"2924";42;2;27821;11;1;5;3;1;1;0;0;60;1;1
"2925";40;1;220460;9;3;2;4;1;1;0;0;40;5;1
"2926";49;1;101320;12;1;4;1;1;0;0;1902;40;1;2
"2927";35;1;173858;9;6;2;4;2;1;0;0;40;NA;1
"2928";52;1;91048;9;2;8;2;5;0;0;0;35;1;1
"2929";28;1;298696;13;3;9;2;1;0;0;0;40;1;1
"2930";35;1;207202;6;1;11;3;1;1;0;0;70;1;1
"2931";21;NA;230397;10;3;NA;2;1;0;0;0;5;1;1
"2932";43;2;180599;9;3;2;4;1;1;0;0;35;1;1
"2933";32;NA;199046;11;3;NA;6;1;0;0;0;2;1;1
"2934";29;2;132686;15;3;6;2;1;1;0;0;50;17;2
"2935";23;1;240063;13;3;8;2;1;1;0;0;25;1;1
"2936";50;5;177705;10;1;9;3;1;1;0;1740;48;1;1
"2937";34;1;511361;10;3;3;2;5;1;0;0;40;1;1
"2938";19;1;89397;9;3;3;2;1;1;0;0;40;1;1
"2939";47;1;239439;7;1;8;1;5;0;0;0;40;1;1
"2940";37;2;36989;10;1;10;3;1;1;0;0;40;1;1
"2941";25;1;76978;9;3;4;6;5;0;0;0;35;1;1
"2942";75;1;200068;10;1;5;3;1;1;0;0;35;1;2
"2943";24;1;454941;9;1;2;3;1;1;0;0;40;1;1
"2944";28;6;107218;13;3;1;2;2;1;0;0;20;1;1
"2945";17;5;182070;7;3;3;2;1;0;0;0;16;1;1
"2946";31;1;176360;9;3;2;2;5;1;0;0;40;1;1
"2947";31;1;452405;1;3;3;5;1;0;0;0;35;21;1
"2948";18;NA;297396;9;3;NA;2;1;1;0;0;10;1;1
"2949";45;1;84790;13;1;6;3;1;1;0;0;55;1;2
"2950";31;1;186787;9;3;2;2;1;1;0;0;42;1;1
"2951";27;1;169662;13;1;6;3;1;1;0;0;42;1;2
"2952";48;1;125933;10;5;5;6;5;0;0;1669;38;1;1
"2953";22;NA;35448;9;1;NA;1;1;0;0;0;22;1;1
"2954";34;1;225548;13;1;13;3;5;1;0;0;30;1;1
"2955";26;1;240842;9;3;8;6;5;0;0;0;40;1;1
"2956";53;1;103931;10;1;6;3;1;1;0;0;40;1;1
"2957";60;1;232618;13;1;5;3;1;1;0;0;35;1;2
"2958";49;5;288548;14;4;6;6;1;0;0;0;50;1;1
"2959";40;1;220609;10;2;5;4;1;0;0;0;40;1;1
"2960";48;3;26145;6;1;10;3;1;1;0;0;80;1;1
"2961";23;1;268525;13;3;6;4;1;1;0;0;50;1;1
"2962";68;NA;133758;4;5;NA;4;5;1;0;0;10;1;1
"2963";42;1;121264;11;1;6;3;1;1;0;0;40;1;2
"2964";37;2;29814;9;3;10;2;1;1;0;0;85;1;1
"2965";27;1;193701;9;3;2;2;1;0;0;0;45;1;1
"2966";38;1;183279;10;1;5;3;1;1;0;0;44;1;2
"2967";27;1;163942;9;3;2;4;1;1;0;0;35;23;1
"2968";75;1;188612;9;5;9;4;1;0;0;0;40;1;1
"2969";49;3;102771;13;1;4;3;1;1;0;0;52;1;2
"2970";27;1;85625;10;3;4;4;1;1;0;0;20;1;1
"2971";36;2;245090;13;3;10;4;1;1;0;0;50;21;1
"2972";36;1;131239;13;1;6;3;1;1;3103;0;45;1;2
"2973";35;1;182074;9;2;7;2;1;1;0;0;35;1;1
"2974";36;1;187046;9;1;4;3;1;1;0;0;40;1;2
"2975";53;1;90624;7;1;2;3;5;1;0;0;40;1;1
"2976";27;1;37933;10;3;9;6;5;0;0;0;40;1;1
"2977";34;1;182177;9;2;2;4;1;1;3325;0;35;1;1
"2978";61;1;716416;10;1;4;3;1;1;0;0;44;1;2
"2979";29;1;190562;9;2;8;6;1;1;0;0;56;1;1
"2980";40;6;141583;10;2;9;6;5;0;0;0;35;1;1
"2981";37;1;98941;14;3;5;4;1;1;0;0;40;1;2
"2982";22;1;201729;5;3;7;5;1;1;0;0;30;1;1
"2983";43;3;175485;10;1;5;3;1;1;0;0;40;1;1
"2984";55;2;149168;9;1;10;3;1;1;0;0;30;1;1
"2985";28;1;115971;10;2;9;6;1;0;0;0;40;1;1
"2986";23;1;161708;13;3;3;2;1;0;0;0;30;1;1
"2987";64;5;244903;7;1;2;3;5;1;0;0;40;1;2
"2988";46;1;155664;10;3;7;4;1;1;0;0;40;1;1
"2989";29;1;112754;10;3;2;2;1;1;0;0;40;1;1
"2990";44;1;178385;14;1;5;3;2;1;0;0;48;8;1
"2991";20;1;44064;10;3;6;2;1;1;0;0;25;1;1
"2992";62;2;120939;10;2;4;4;1;1;0;0;40;1;1
"2993";49;1;165134;11;3;5;6;1;0;0;0;35;30;1
"2994";29;1;100405;6;1;10;1;3;0;0;0;40;1;1
"2995";35;2;361888;13;1;4;3;1;1;0;0;60;9;1
"2996";39;5;167864;7;1;11;3;1;1;0;0;30;1;1
"2997";39;1;202950;13;3;5;4;1;1;0;0;45;1;1
"2998";37;1;218188;9;2;8;5;1;0;0;0;32;1;1
"2999";38;1;234962;9;1;7;3;1;1;2829;0;30;21;1
"3000";72;NA;177226;9;1;NA;3;1;1;0;0;8;1;1
"3001";31;1;259931;4;1;8;3;1;1;0;0;40;1;1
"3002";55;1;189528;4;1;2;3;1;1;0;0;60;1;1
"3003";38;1;34996;10;4;3;6;1;0;0;0;40;1;1
"3004";33;1;112584;10;2;4;4;1;0;0;0;25;1;1
"3005";25;1;117589;12;3;9;4;1;0;0;0;40;1;1
"3006";19;NA;145234;10;3;NA;2;1;1;0;0;30;1;1
"3007";37;1;267086;11;2;1;6;1;0;0;0;52;1;1
"3008";49;1;44434;10;2;1;5;1;1;0;0;35;1;1
"3009";26;1;96130;9;3;2;5;1;1;0;0;40;1;1
"3010";35;1;181382;9;1;2;3;1;1;0;0;43;1;1
"3011";44;3;168845;9;1;4;1;1;0;0;0;60;1;1
"3012";37;1;271767;14;4;5;4;1;1;0;0;45;1;2
"3013";42;1;194636;13;1;6;3;1;1;0;0;45;1;2
"3014";64;6;194894;16;3;6;4;1;0;4787;0;40;1;2
"3015";28;1;132686;9;1;7;3;1;1;0;0;40;1;2
"3016";35;2;185848;9;3;5;4;1;1;4650;0;50;1;1
"3017";40;6;184378;13;1;9;3;1;1;0;0;40;1;1
"3018";55;4;270859;13;1;6;3;1;1;0;0;40;1;2
"3019";21;1;231866;9;3;10;2;1;1;0;0;65;1;1
"3020";49;1;36032;10;3;5;4;5;0;0;0;40;1;1
"3021";51;6;172962;16;1;6;3;1;1;0;0;40;1;2
"3022";57;1;98350;15;1;2;3;2;1;0;1902;40;16;2
"3023";51;1;24185;13;1;2;3;1;1;0;0;40;1;2
"3024";38;1;53930;6;3;2;4;5;1;0;0;40;NA;1
"3025";24;1;85088;9;3;4;2;1;0;0;1762;32;1;1
"3026";45;2;94962;9;1;2;3;1;1;0;0;40;3;1
"3027";28;1;480861;9;1;8;3;1;1;0;0;45;1;1
"3028";42;3;187702;15;1;6;3;1;1;0;2415;60;1;2
"3029";22;1;52262;10;3;3;4;1;1;0;0;40;1;1
"3030";28;6;52636;14;1;5;3;1;1;0;0;40;1;1
"3031";60;1;175273;9;5;8;6;1;0;0;0;40;1;1
"3032";31;1;327825;9;4;8;6;1;0;0;2238;40;1;1
"3033";47;1;125892;10;1;2;3;1;1;0;0;75;1;2
"3034";40;NA;78255;9;2;NA;4;1;1;0;0;25;1;1
"3035";30;1;398827;9;7;9;3;1;1;0;0;60;1;1
"3036";61;1;208919;14;1;4;3;1;1;0;0;60;1;2
"3037";71;5;365996;13;5;6;6;1;0;0;0;6;1;1
"3038";42;1;307638;9;2;9;2;1;0;0;0;40;1;1
"3039";44;5;33068;8;1;2;3;1;1;0;0;55;1;1
"3040";46;2;254291;10;1;4;3;1;1;0;0;60;1;2
"3041";50;5;125417;15;3;5;4;5;0;0;0;52;1;2
"3042";27;6;28848;13;3;6;4;1;1;0;0;9;1;1
"3043";40;NA;273425;11;1;NA;3;1;1;0;0;15;1;1
"3044";21;1;194723;10;3;9;5;1;0;0;0;40;21;1
"3045";25;1;195118;9;3;7;5;1;1;0;0;35;1;1
"3046";61;1;123273;3;2;11;4;1;1;0;1876;56;1;1
"3047";54;1;220115;10;2;9;4;1;1;0;0;30;1;1
"3048";31;1;265706;13;3;4;4;1;1;0;0;40;1;1
"3049";53;2;279129;10;1;10;3;1;1;0;0;30;1;1
"3050";39;3;122742;12;1;5;3;1;1;15024;0;55;1;2
"3051";57;3;172654;15;1;11;3;1;1;15024;0;50;1;2
"3052";48;1;119199;13;2;4;6;1;0;0;0;44;1;1
"3053";30;1;107793;10;1;11;3;1;1;0;0;56;1;2
"3054";35;1;237943;9;1;7;3;1;1;0;0;60;1;1
"3055";42;2;64632;9;1;5;3;1;1;0;0;50;1;1
"3056";34;2;96245;9;1;8;3;1;1;0;0;40;1;1
"3057";59;1;361494;9;1;4;3;1;1;0;0;40;1;2
"3058";69;5;122850;6;1;5;3;1;1;0;0;20;1;1
"3059";29;1;173652;10;3;9;2;1;0;0;0;40;1;1
"3060";40;1;164663;9;1;11;3;1;1;0;0;40;1;1
"3061";21;1;98678;10;3;3;2;1;1;0;0;15;1;1
"3062";40;1;245529;12;2;6;4;1;0;0;0;40;1;1
"3063";43;1;55294;10;1;2;3;1;1;0;0;40;1;1
"3064";36;1;140583;9;2;7;4;1;1;0;0;40;1;1
"3065";41;1;79797;9;6;6;4;2;1;0;0;40;9;2
"3066";72;NA;113044;9;5;NA;4;1;1;0;0;30;1;1
"3067";20;1;283499;10;3;11;2;1;1;0;0;30;1;1
"3068";41;5;51111;13;5;9;4;1;0;0;0;40;1;1
"3069";34;1;232475;10;2;5;4;1;1;0;0;50;1;1
"3070";48;1;176140;7;2;3;6;5;0;0;0;40;1;1
"3071";27;1;301654;9;3;5;2;1;0;0;0;40;1;1
"3072";35;1;376455;10;1;5;3;1;1;15024;0;60;1;2
"3073";28;NA;192569;9;3;NA;2;5;1;0;0;40;1;1
"3074";27;1;229803;9;3;2;2;5;1;0;0;40;1;1
"3075";20;1;337639;10;3;4;2;1;1;0;0;40;1;1
"3076";18;1;130849;10;3;4;2;1;0;0;0;15;1;1
"3077";32;1;296282;13;1;4;3;1;1;0;0;40;1;1
"3078";38;1;266645;14;1;5;3;1;1;0;0;60;1;2
"3079";23;6;110128;10;3;3;2;1;1;0;0;40;1;1
"3080";28;1;90196;13;1;5;3;1;1;0;0;45;1;2
"3081";40;6;40024;15;1;6;3;1;1;0;0;38;1;2
"3082";35;1;144322;9;2;8;6;1;0;0;0;40;1;1
"3083";74;3;162340;10;5;5;6;1;1;0;0;40;1;1
"3084";28;1;169069;9;3;2;2;1;1;0;0;40;1;1
"3085";23;1;113601;10;3;7;2;1;1;0;0;30;1;1
"3086";20;2;157145;10;3;10;2;1;1;0;2258;10;1;1
"3087";44;1;111275;9;2;8;6;5;0;0;0;56;1;1
"3088";46;5;102076;9;2;9;6;1;0;0;0;25;1;1
"3089";20;NA;182117;10;3;NA;2;1;1;0;0;40;1;1
"3090";51;2;145409;13;1;4;3;1;1;15024;0;50;1;2
"3091";40;1;190122;10;4;9;4;1;0;0;0;40;1;1
"3092";48;1;331482;15;1;1;3;1;1;0;1977;40;1;2
"3093";60;2;170114;5;1;10;3;1;1;0;1672;84;1;1
"3094";48;3;193188;13;1;5;3;1;1;0;0;40;1;2
"3095";46;5;267588;13;1;6;1;1;0;0;0;70;1;1
"3096";48;3;200471;13;1;5;3;1;1;0;0;40;1;2
"3097";22;NA;175586;9;3;NA;6;5;0;0;0;35;1;1
"3098";24;5;322658;13;3;6;4;1;0;0;0;40;1;1
"3099";45;6;263982;10;2;6;6;1;0;0;0;40;1;1
"3100";18;1;266287;8;3;4;2;1;0;0;0;35;1;1
"3101";39;1;278187;9;1;8;3;1;1;0;0;40;1;1
"3102";65;3;81413;9;1;10;3;1;1;0;2352;65;1;1
"3103";22;1;221745;10;2;8;2;1;0;0;0;40;1;1
"3104";20;1;140764;10;3;3;2;1;0;0;0;20;1;1
"3105";28;1;206351;10;1;4;3;1;1;0;0;40;1;1
"3106";46;1;176814;15;1;6;3;1;1;99999;0;50;1;2
"3107";42;5;245307;13;1;5;3;1;1;0;1977;48;1;2
"3108";61;6;124971;16;1;6;3;1;1;0;0;40;NA;2
"3109";28;1;119545;10;1;5;2;1;1;7688;0;50;1;2
"3110";18;1;179203;10;3;4;2;1;0;0;0;20;1;1
"3111";24;4;44075;13;3;6;4;2;1;0;0;40;1;1
"3112";45;1;178319;16;1;6;3;1;1;0;0;56;1;2
"3113";24;1;219754;9;3;9;2;1;1;0;0;40;1;1
"3114";44;1;198316;13;1;5;3;1;1;15024;0;50;1;2
"3115";20;1;168165;10;3;3;2;1;1;0;0;30;1;1
"3116";35;1;356838;10;1;1;3;1;1;2829;0;55;18;1
"3117";52;3;210736;13;1;4;3;1;1;0;0;60;1;1
"3118";25;1;173212;12;3;10;4;1;1;2354;0;45;1;1
"3119";19;1;130431;3;3;10;4;1;1;0;0;36;21;1
"3120";35;NA;169809;13;1;NA;3;1;1;0;0;20;1;1
"3121";54;1;197481;10;2;9;6;1;0;0;0;40;1;1
"3122";21;1;155066;10;3;2;2;1;1;0;0;40;1;1
"3123";26;1;31290;9;1;9;1;1;0;0;0;40;1;2
"3124";42;1;54102;11;2;9;6;1;0;0;0;40;1;1
"3125";19;1;181546;10;3;9;2;1;0;0;0;40;1;1
"3126";55;1;153484;14;1;5;3;1;1;0;1977;50;1;2
"3127";44;6;351228;9;1;9;3;1;1;0;0;40;1;1
"3128";25;1;131976;13;3;5;2;1;1;0;0;55;1;1
"3129";26;1;200639;10;1;8;3;1;1;0;0;40;1;1
"3130";64;4;267546;12;4;6;4;1;0;0;0;40;1;2
"3131";41;1;179875;7;2;3;6;4;0;0;0;40;1;1
"3132";25;NA;237865;10;3;NA;2;5;1;0;0;40;NA;1
"3133";43;1;300528;10;1;11;3;1;1;0;0;40;1;1
"3134";45;1;67716;9;3;2;2;1;1;10520;0;48;1;2
"3135";48;4;326048;13;1;6;3;1;1;0;0;44;1;2
"3136";60;1;191188;9;1;11;3;1;1;0;0;40;1;1
"3137";45;2;32172;10;3;10;4;1;1;0;0;50;1;1
"3138";51;1;252903;6;1;4;3;1;1;0;1977;40;1;2
"3139";37;4;334314;9;2;9;6;1;0;0;0;40;1;1
"3140";22;1;83704;10;3;9;2;1;1;0;0;30;1;1
"3141";44;1;160574;9;1;2;3;1;1;0;0;65;1;2
"3142";27;1;203776;9;1;2;3;1;1;0;0;50;1;1
"3143";47;5;328610;9;1;2;3;1;1;0;0;40;1;1
"3144";32;1;295589;14;1;5;3;5;1;0;1977;40;1;2
"3145";40;1;174373;13;1;5;3;1;1;0;0;50;1;2
"3146";41;1;247752;9;1;4;3;1;1;0;0;40;1;1
"3147";32;NA;199244;6;2;NA;4;1;0;0;0;40;1;1
"3148";26;1;139992;13;3;6;4;1;0;0;0;40;1;1
"3149";47;1;95680;10;1;5;3;2;1;0;0;40;1;1
"3150";55;3;189933;9;1;5;3;1;1;0;0;45;1;1
"3151";38;1;498785;9;1;7;3;1;1;0;0;40;1;1
"3152";24;6;177526;13;3;6;4;1;1;0;0;15;1;1
"3153";64;2;150121;16;1;5;3;1;1;0;0;25;1;2
"3154";56;4;130454;13;1;6;3;1;1;0;0;40;1;2
"3155";41;1;119079;9;1;4;3;1;1;0;0;49;1;2
"3156";33;1;220939;9;1;4;3;1;1;7298;0;45;1;2
"3157";33;1;94235;15;3;6;2;1;1;0;0;42;1;2
"3158";21;1;305874;10;1;3;3;1;1;0;0;40;1;1
"3159";59;5;62020;9;5;2;4;5;1;0;0;40;1;1
"3160";58;1;235624;11;1;5;3;1;1;0;0;40;6;2
"3161";43;5;247514;14;2;6;6;1;1;0;0;40;1;1
"3162";21;1;275726;9;3;2;2;5;1;0;0;40;1;1
"3163";45;1;72896;9;3;8;4;1;1;0;0;40;1;1
"3164";53;5;110510;9;1;5;1;1;0;0;0;50;1;2
"3165";41;1;173938;15;1;9;3;1;1;0;0;50;NA;2
"3166";27;1;200641;6;1;5;1;1;0;0;0;40;21;1
"3167";53;1;211654;10;1;2;3;1;1;0;0;50;NA;2
"3168";38;1;242720;14;1;6;3;1;1;0;0;35;1;2
"3169";31;1;111567;13;1;5;3;1;1;0;0;70;1;2
"3170";41;1;179533;9;1;11;3;1;1;0;0;35;1;1
"3171";22;6;334693;10;3;9;2;1;0;0;0;40;1;1
"3172";43;2;198096;14;1;4;3;1;1;0;0;60;1;1
"3173";41;6;355756;10;3;6;4;1;1;0;0;40;1;1
"3174";27;1;19395;10;1;7;1;1;0;0;0;35;1;1
"3175";41;5;242586;10;1;5;3;1;1;0;0;40;1;1
"3176";36;1;208358;15;2;6;4;1;1;99999;0;45;1;2
"3177";49;1;160647;13;1;9;1;1;0;0;0;40;1;2
"3178";20;1;227943;9;3;7;2;1;1;0;0;45;1;1
"3179";58;2;197665;9;6;3;6;1;0;0;0;45;1;1
"3180";35;2;216129;8;3;3;4;5;0;0;0;40;38;1
"3181";30;5;326104;9;1;13;3;1;1;0;0;40;1;2
"3182";21;1;57211;9;3;2;2;1;1;0;0;40;1;1
"3183";29;1;100219;12;3;8;6;1;1;0;0;45;1;1
"3184";40;1;291192;9;5;4;4;1;0;0;0;40;1;1
"3185";54;6;93415;13;3;6;6;2;0;0;0;40;1;2
"3186";35;1;191502;13;1;4;3;1;1;0;0;60;1;2
"3187";35;1;261382;13;1;4;3;1;1;0;0;50;1;1
"3188";40;1;170230;13;6;3;4;1;0;0;0;40;NA;1
"3189";59;1;374924;9;4;4;6;5;0;0;0;40;1;1
"3190";43;3;320984;10;1;8;3;1;1;0;0;50;1;1
"3191";39;1;338320;6;1;2;3;1;1;0;0;60;1;2
"3192";51;1;135190;4;4;8;4;5;0;0;0;30;1;1
"3193";71;1;157909;10;3;3;4;1;0;2964;0;60;1;1
"3194";33;1;637222;8;2;8;6;5;0;0;0;40;1;1
"3195";28;1;430084;9;2;3;2;5;1;0;0;35;1;1
"3196";30;1;125279;9;6;4;6;1;1;0;0;40;1;1
"3197";20;1;221955;3;6;10;5;1;1;0;0;40;21;1
"3198";51;3;180195;9;1;4;3;1;1;0;0;50;1;1
"3199";39;1;208778;9;1;8;1;1;0;0;0;40;1;2
"3200";62;1;81534;10;1;4;3;2;1;0;0;40;1;2
"3201";37;1;325538;9;3;5;2;1;1;0;0;60;NA;1
"3202";28;1;142264;5;3;8;4;1;1;0;0;50;25;1
"3203";23;1;128604;9;3;4;2;2;1;0;0;48;11;1
"3204";39;1;277886;13;1;4;1;1;0;0;0;30;1;1
"3205";50;3;100029;13;5;4;6;1;1;0;0;65;1;2
"3206";31;1;169269;4;3;2;6;1;1;0;0;40;1;1
"3207";45;5;160472;13;1;5;3;1;1;0;1977;50;1;2
"3208";23;NA;123983;13;3;NA;2;4;1;0;0;40;1;1
"3209";47;1;297884;6;5;8;4;1;1;0;0;40;1;1
"3210";59;1;99131;9;5;6;4;1;0;0;0;18;1;1
"3211";32;1;44392;12;1;7;3;1;1;0;0;40;1;1
"3212";82;NA;29441;4;5;NA;4;1;1;0;0;5;1;1
"3213";49;1;199029;13;1;4;3;1;1;0;2415;55;1;2
"3214";74;4;181508;9;5;3;4;1;1;0;0;17;1;1
"3215";22;1;190625;10;3;9;2;1;1;0;0;35;1;1
"3216";32;1;194740;10;1;2;3;1;1;0;0;55;10;1
"3217";34;1;27380;13;1;10;3;1;1;0;0;50;1;2
"3218";59;1;160631;13;1;2;3;1;1;0;0;60;1;2
"3219";36;1;224531;13;1;4;3;1;1;0;0;50;1;2
"3220";59;1;283005;7;2;9;6;1;0;0;0;40;1;1
"3221";47;3;101926;13;2;5;4;1;1;0;0;70;1;2
"3222";53;5;135102;9;1;3;3;1;1;0;2002;45;1;1
"3223";25;2;113436;10;3;2;6;1;1;0;0;35;1;1
"3224";44;1;248973;13;2;9;4;5;1;0;0;65;1;1
"3225";57;2;225334;15;1;4;1;1;0;15024;0;35;1;2
"3226";42;2;157562;13;1;10;3;1;1;0;1902;80;1;2
"3227";58;5;310085;6;1;11;3;1;1;0;0;40;1;1
"3228";39;1;129597;13;1;4;3;1;1;3464;0;40;1;1
"3229";32;NA;53042;9;3;NA;2;5;1;0;0;40;1;1
"3230";45;1;204205;4;2;8;4;1;1;0;0;48;1;1
"3231";47;1;169324;13;1;5;1;5;0;0;0;35;1;2
"3232";52;NA;134447;10;1;NA;3;1;1;0;0;50;1;1
"3233";56;2;236731;2;4;5;4;1;1;0;0;25;NA;1
"3234";52;1;141301;9;2;8;4;1;0;0;0;40;1;1
"3235";34;1;235124;9;3;3;6;5;0;0;0;35;1;1
"3236";36;2;367020;4;1;2;3;1;1;0;0;35;1;1
"3237";41;1;149102;9;6;2;4;1;1;0;0;40;18;1
"3238";30;1;423770;10;3;6;2;1;1;0;0;40;21;1
"3239";44;1;211759;13;1;5;3;4;1;0;0;40;4;1
"3240";17;NA;110998;10;3;NA;2;2;0;0;0;40;16;1
"3241";34;1;56883;10;3;3;6;1;0;0;0;40;1;1
"3242";41;1;223062;10;4;3;4;5;1;0;0;40;1;1
"3243";29;1;406662;9;3;7;4;1;1;0;0;40;1;1
"3244";25;1;206600;5;3;8;5;1;1;0;0;48;21;1
"3245";42;5;147510;13;4;6;6;1;1;0;0;40;1;1
"3246";48;1;235646;10;1;4;3;1;1;3103;0;40;1;2
"3247";26;1;187577;11;3;4;4;1;1;0;0;55;1;1
"3248";64;3;132832;9;1;9;1;1;0;20051;0;40;NA;2
"3249";46;3;278322;13;1;4;3;1;1;0;0;45;1;1
"3250";38;1;278924;13;1;5;3;1;1;0;1887;50;1;2
"3251";49;6;203039;7;1;9;3;1;1;0;0;40;1;1
"3252";23;1;145651;10;3;4;2;5;0;0;0;20;1;1
"3253";46;5;144531;13;3;6;4;1;0;0;0;40;1;2
"3254";30;1;91145;9;3;7;6;1;1;0;0;55;1;1
"3255";49;2;211762;9;1;2;3;1;1;0;0;40;1;2
"3256";47;NA;111563;11;2;NA;4;1;1;0;0;40;1;1
"3257";44;1;180985;13;1;6;3;1;1;0;0;50;NA;2
"3258";31;1;207537;9;2;2;2;1;1;0;1669;50;1;1
"3259";19;1;417657;9;3;7;2;1;1;0;0;50;1;1
"3260";45;1;189890;12;2;6;6;1;0;5455;0;38;1;1
"3261";34;1;223212;13;1;6;3;1;1;0;1848;40;39;2
"3262";26;1;108658;9;3;2;4;1;1;0;0;40;1;1
"3263";38;2;190023;9;1;11;3;1;1;0;0;40;1;2
"3264";31;1;222130;10;3;9;4;1;0;0;0;43;1;1
"3265";36;3;164866;12;4;5;4;1;1;0;0;50;1;1
"3266";31;1;170983;13;1;5;3;1;1;0;0;60;1;2
"3267";30;1;186269;13;1;1;3;1;1;0;0;40;1;1
"3268";37;1;286026;9;1;6;3;1;1;0;0;40;1;2
"3269";30;1;403433;13;3;6;4;5;1;0;0;50;1;2
"3270";21;NA;224209;9;1;NA;1;5;0;0;0;30;1;1
"3271";73;1;123160;6;5;3;4;1;0;0;0;10;1;1
"3272";38;4;99527;14;1;5;3;1;1;0;0;40;1;2
"3273";30;1;123178;6;3;2;4;1;1;0;0;50;1;1
"3274";33;1;231043;9;1;2;3;1;1;0;0;50;1;2
"3275";52;5;317733;13;1;6;3;1;1;7688;0;40;1;2
"3276";58;1;241056;10;2;9;6;1;0;0;0;46;1;1
"3277";34;5;220066;14;3;6;4;1;0;0;0;50;1;1
"3278";35;1;180342;9;1;2;3;1;1;0;0;40;1;1
"3279";59;4;31840;9;1;2;3;1;1;0;0;40;1;2
"3280";45;1;183168;13;2;5;6;1;0;0;0;40;1;1
"3281";27;1;386036;10;3;11;4;1;1;0;0;48;1;1
"3282";31;5;446358;16;3;6;4;1;1;0;0;50;21;2
"3283";45;1;28035;10;3;10;5;1;1;0;0;50;1;1
"3284";40;1;282155;9;4;3;5;1;0;0;0;25;1;1
"3285";27;1;192384;15;1;9;3;1;1;0;0;40;1;1
"3286";19;1;383637;9;3;3;2;1;1;0;0;20;1;1
"3287";29;1;457402;3;3;3;4;1;1;0;0;25;21;1
"3288";34;3;80249;10;1;10;3;1;1;0;0;72;1;1
"3289";32;6;159537;12;1;2;3;1;1;0;0;40;1;1
"3290";49;1;240859;7;1;2;3;1;1;0;0;40;13;1
"3291";33;1;83446;7;2;5;6;1;0;0;0;40;1;2
"3292";74;NA;29866;4;1;NA;3;1;1;0;0;2;1;1
"3293";62;1;185503;13;1;6;3;1;1;0;0;50;1;2
"3294";39;2;68781;9;1;5;3;1;1;0;0;40;1;1
"3295";43;1;220589;9;2;5;6;1;0;0;0;40;1;1
"3296";22;1;51136;10;3;1;4;1;0;0;0;60;1;1
"3297";24;1;54560;9;1;11;3;1;1;0;0;45;1;1
"3298";76;NA;28221;9;1;NA;3;1;1;0;0;40;5;2
"3299";25;1;201413;10;3;3;6;5;0;0;0;40;1;1
"3300";19;1;40425;10;3;4;4;1;0;0;0;28;1;1
"3301";31;1;189461;12;2;9;6;1;0;0;0;41;1;1
"3302";53;1;200576;7;2;2;5;1;0;0;0;40;1;1
"3303";61;1;92691;9;1;9;3;1;1;0;0;3;1;1
"3304";47;1;664821;13;1;3;3;1;1;0;0;40;37;1
"3305";37;1;175130;9;2;9;6;1;0;0;0;45;1;1
"3306";50;2;391016;13;2;5;4;1;1;0;0;30;1;1
"3307";27;1;249315;10;3;4;4;1;1;0;0;44;1;1
